customer_id,age,gender,subscription_tenure_months,monthly_charges,num_support_tickets,payment_method,plan,region,churn
CUST1825,21,Female,20,69.11,0,Bank Transfer,Standard,West,0
CUST1826,27,Male,34,97.17,2,PayPal,Basic,West,0
CUST1827,34,Non-Binary,26,64.33,1,Bank Transfer,Standard,East,0
CUST1828,27,Male,5,16.93,2,Bank Transfer,Premium,West,0
CUST1829,34,Non-Binary,35,16.8,2,Bank Transfer,Premium,East,0
CUST1830,37,Male,28,95.63,4,Bank Transfer,Standard,South,1
CUST1831,41,Male,29,36.76,0,Credit Card,Basic,East,0
CUST1832,22,Female,9,18.29,1,Bank Transfer,Standard,East,1
CUST1833,51,Male,52,63.91,0,Bank Transfer,Basic,South,0
CUST1834,23,Male,38,66.13,0,PayPal,Premium,South,0
CUST1835,19,Male,50,68.37,0,Credit Card,Basic,North,0
CUST1836,30,Female,6,34.07,1,PayPal,Basic,North,0
CUST1837,60,Female,19,11.36,2,Bank Transfer,Standard,North,1
CUST1838,60,Male,60,96.85,0,PayPal,Standard,North,0
CUST1839,65,Female,44,32.58,1,PayPal,Standard,East,0
CUST1840,28,Female,57,70.84,3,Bank Transfer,Standard,East,1
CUST1841,64,Male,11,73.6,1,Credit Card,Basic,North,0
CUST1842,40,Male,2,64.9,3,Credit Card,Basic,West,0
CUST1843,33,Male,47,38.16,3,PayPal,Standard,North,1
CUST1844,48,Male,44,34.4,2,Bank Transfer,Basic,West,1
CUST1845,28,Female,44,63.79,1,PayPal,Standard,South,0
CUST1846,33,Male,9,87.95,1,PayPal,Standard,East,0
CUST1847,25,Female,21,95.21,1,PayPal,Standard,East,0
CUST1848,21,Female,24,19.53,1,Bank Transfer,Premium,West,0
CUST1849,57,Male,34,23.93,0,Bank Transfer,Premium,North,0
CUST1850,21,Female,22,95.03,2,Credit Card,Premium,East,0
CUST1851,42,Male,3,76.29,1,Bank Transfer,Basic,West,1
CUST1852,20,Non-Binary,12,89.47,3,PayPal,Basic,South,1
CUST1853,49,Female,28,28.24,2,PayPal,Standard,South,0
CUST1854,20,Female,30,62.88,2,Credit Card,Premium,East,0
CUST1855,44,Female,26,73.1,0,Bank Transfer,Premium,North,0
CUST1856,46,Male,48,71.21,2,PayPal,Premium,West,0
CUST1857,49,Female,21,46.73,1,Credit Card,Basic,East,1
CUST1858,36,Non-Binary,28,11.39,3,Credit Card,Premium,South,1
CUST1859,38,Female,56,62.46,2,PayPal,Standard,North,0
CUST1860,22,Female,26,32.78,0,PayPal,Basic,West,0
CUST1861,35,Female,33,50.52,4,Bank Transfer,Standard,East,1
CUST1862,45,Male,21,96.18,2,Credit Card,Basic,West,1
CUST1863,59,Male,35,45.91,3,PayPal,Standard,North,0
CUST1864,39,Female,52,85.58,0,Credit Card,Standard,North,0
CUST1865,38,Male,34,26.97,1,Bank Transfer,Standard,South,0
CUST1866,23,Female,41,70.52,2,PayPal,Standard,North,0
CUST1867,18,Non-Binary,51,97.93,2,Bank Transfer,Premium,East,0
CUST1868,22,Male,47,19.17,1,Credit Card,Standard,West,0
CUST1869,58,Male,18,10.75,1,Bank Transfer,Standard,North,1
CUST1870,29,Female,58,49.02,1,Bank Transfer,Premium,North,0
CUST1871,43,Male,11,18.34,2,Credit Card,Premium,East,1
CUST1872,63,Female,57,77.35,3,Bank Transfer,Basic,West,1
CUST1873,51,Male,23,92.31,3,Credit Card,Standard,West,1
CUST1874,31,Female,48,49.06,1,PayPal,Basic,South,1
CUST1875,43,Male,22,33.28,1,Credit Card,Basic,South,1
CUST1876,62,Female,17,49.1,1,Credit Card,Standard,West,1
CUST1877,44,Female,5,75.11,3,PayPal,Premium,East,0
CUST1878,26,Female,44,10.81,3,Credit Card,Basic,East,0
CUST1879,43,Male,11,63.05,2,PayPal,Premium,South,0
CUST1880,64,Female,30,65.2,1,PayPal,Premium,North,0
CUST1881,39,Female,15,67.39,0,Credit Card,Premium,East,0
CUST1882,64,Male,27,31.78,1,Bank Transfer,Basic,North,0
CUST1883,47,Male,35,74.26,1,Bank Transfer,Premium,East,0
CUST1884,60,Male,33,18.23,1,PayPal,Standard,West,0
CUST1885,65,Female,20,27.93,2,Bank Transfer,Standard,South,1
CUST1886,34,Female,16,88.97,3,Bank Transfer,Basic,North,1
CUST1887,43,Female,34,76.49,3,Credit Card,Basic,North,1
CUST1888,53,Male,2,11.24,1,PayPal,Standard,West,1
CUST1889,18,Male,35,32.35,2,PayPal,Standard,East,1
CUST1890,25,Female,40,29.3,1,Credit Card,Basic,North,0
CUST1891,52,Female,56,34.37,2,Bank Transfer,Basic,East,1
CUST1892,32,Non-Binary,28,32.28,0,PayPal,Standard,West,0
CUST1893,64,Male,47,15.63,1,Bank Transfer,Basic,South,1
CUST1894,39,Female,39,51.3,0,PayPal,Premium,North,0
CUST1895,31,Male,6,75.95,1,PayPal,Basic,East,1
CUST1896,43,Male,9,64.61,1,PayPal,Basic,North,0
CUST1897,45,Female,20,70.56,1,PayPal,Standard,East,0
CUST1898,40,Female,60,17.3,0,Bank Transfer,Standard,East,0
CUST1899,31,Non-Binary,1,95.63,2,Bank Transfer,Standard,East,0
CUST1900,41,Male,8,85.46,1,Bank Transfer,Standard,West,1
CUST1901,19,Male,55,82.46,3,Bank Transfer,Premium,South,0
CUST1902,62,Female,23,84.07,0,Credit Card,Standard,North,0
CUST1903,43,Female,3,93.94,1,PayPal,Basic,South,0
CUST1904,31,Male,4,58.98,4,PayPal,Standard,East,0
CUST1905,24,Male,58,28.03,1,PayPal,Premium,East,0
CUST1906,20,Male,25,65.51,0,Credit Card,Standard,South,0
CUST1907,64,Female,47,76.86,1,Bank Transfer,Basic,South,1
CUST1908,40,Male,38,76.41,1,PayPal,Standard,North,0
CUST1909,63,Male,15,56.93,2,Bank Transfer,Standard,East,1
CUST1910,60,Male,21,16.16,2,Bank Transfer,Standard,South,0
CUST1911,64,Male,35,43.4,3,Credit Card,Basic,West,1
CUST1912,62,Male,57,92.87,3,Credit Card,Basic,East,1
CUST1913,35,Female,53,62.6,2,Bank Transfer,Standard,East,0
CUST1914,55,Male,53,58.45,1,PayPal,Basic,North,0
CUST1915,52,Female,46,34.2,3,PayPal,Standard,West,0
CUST1916,32,Male,52,43.16,1,Credit Card,Standard,North,0
CUST1917,42,Female,14,90.58,1,Credit Card,Basic,West,1
CUST1918,54,Female,36,69.98,1,Credit Card,Premium,North,0
CUST1919,45,Female,12,80.86,1,Credit Card,Premium,West,0
CUST1920,27,Female,17,50.89,1,Credit Card,Standard,West,0
CUST1921,56,Male,39,66.72,0,Credit Card,Basic,West,0
CUST1922,34,Male,9,32.35,3,Credit Card,Basic,South,1
CUST1923,56,Female,35,73.49,3,PayPal,Standard,East,0
CUST1924,39,Non-Binary,60,48.48,3,Credit Card,Basic,West,0
CUST1925,43,Female,13,49.83,2,Credit Card,Premium,South,0
CUST1926,61,Female,15,68.44,1,PayPal,Basic,South,1
CUST1927,42,Female,18,94.27,1,PayPal,Standard,North,0
CUST1928,34,Female,51,15.76,1,Bank Transfer,Standard,East,0
CUST1929,30,Male,33,84.23,2,Credit Card,Standard,East,0
CUST1930,37,Female,6,36.31,0,Credit Card,Basic,North,1
CUST1931,42,Non-Binary,59,49.95,0,Credit Card,Standard,East,1
CUST1932,21,Male,27,11.97,2,Credit Card,Basic,North,0
CUST1933,27,Female,23,37.09,0,Bank Transfer,Premium,South,0
CUST1934,20,Male,59,55.24,4,PayPal,Basic,South,1
CUST1935,58,Female,27,15.06,0,PayPal,Premium,West,0
CUST1936,62,Male,34,54.2,0,Credit Card,Premium,North,0
CUST1937,35,Female,56,93.44,1,Credit Card,Basic,South,0
CUST1938,64,Female,46,19.49,1,Credit Card,Standard,South,0
CUST1939,53,Male,38,78.8,4,Bank Transfer,Basic,North,0
CUST1940,64,Female,14,46.87,1,Bank Transfer,Premium,South,0
CUST1941,39,Female,36,68.97,1,PayPal,Standard,East,0
CUST1942,51,Non-Binary,53,33.42,2,Credit Card,Standard,South,0
CUST1943,64,Male,8,24.35,1,Credit Card,Standard,North,1
CUST1944,25,Male,35,24.44,5,Credit Card,Basic,East,0
CUST1945,57,Male,19,16.34,3,Credit Card,Premium,East,0
CUST1946,61,Non-Binary,30,26.71,4,Bank Transfer,Basic,South,1
CUST1947,36,Non-Binary,14,69.78,2,PayPal,Standard,West,0
CUST1948,59,Female,59,89.35,1,PayPal,Standard,East,1
CUST1949,58,Female,20,83.27,1,Bank Transfer,Premium,North,0
CUST1950,54,Female,49,71.66,2,Credit Card,Basic,West,0
CUST1951,23,Female,25,19.94,1,PayPal,Standard,West,0
CUST1952,43,Male,40,36.03,2,PayPal,Standard,East,0
CUST1953,51,Female,24,37.88,2,Bank Transfer,Standard,South,0
CUST1954,62,Male,14,32.5,1,Credit Card,Basic,West,1
CUST1955,23,Female,26,56.35,1,PayPal,Basic,South,0
CUST1956,54,Female,38,58.2,1,Credit Card,Basic,East,0
CUST1957,50,Female,23,42.12,3,PayPal,Standard,North,1
CUST1958,39,Male,22,41.84,1,Bank Transfer,Basic,West,0
CUST1959,38,Male,48,84.57,2,Credit Card,Standard,North,0
CUST1960,23,Male,57,81.04,3,Bank Transfer,Basic,South,1
CUST1961,23,Male,19,37.7,1,PayPal,Premium,South,0
CUST1962,65,Male,46,92.24,0,Bank Transfer,Premium,North,0
CUST1963,21,Non-Binary,51,95.75,3,Bank Transfer,Standard,East,0
CUST1964,47,Female,3,39.41,2,Bank Transfer,Standard,East,1
CUST1965,28,Male,42,41.9,1,PayPal,Basic,West,0
CUST1966,47,Male,19,55.51,2,Credit Card,Basic,West,1
CUST1967,48,Male,9,94.7,0,Bank Transfer,Basic,East,0
CUST1968,41,Female,28,88.87,0,Credit Card,Standard,East,0
CUST1969,26,Female,20,19.23,0,PayPal,Standard,North,1
CUST1970,20,Non-Binary,45,45.35,2,Credit Card,Premium,South,0
CUST1971,48,Female,7,59.8,0,Bank Transfer,Standard,South,0
CUST1972,57,Non-Binary,14,55.28,2,Bank Transfer,Standard,West,0
CUST1973,54,Female,9,27.45,1,Bank Transfer,Standard,East,1
CUST1974,53,Male,59,87.29,1,Bank Transfer,Standard,North,0
CUST1975,41,Non-Binary,60,70.92,3,Bank Transfer,Basic,West,0
CUST1976,48,Male,55,85.41,1,Bank Transfer,Standard,North,0
CUST1977,23,Female,57,87.29,1,PayPal,Standard,East,0
CUST1978,19,Male,60,77.35,0,PayPal,Standard,East,0
CUST1979,37,Female,19,49.53,4,PayPal,Premium,East,1
CUST1980,45,Female,47,64.95,0,Credit Card,Standard,South,0
CUST1981,28,Female,52,24.43,4,Credit Card,Basic,East,1
CUST1982,21,Female,14,70.63,1,PayPal,Standard,West,0
CUST1983,32,Male,56,26.13,2,Credit Card,Standard,South,0
CUST1984,23,Male,38,72.46,1,Credit Card,Basic,North,0
CUST1985,47,Male,53,30.66,1,Bank Transfer,Standard,West,1
CUST1986,55,Male,36,20.58,1,Bank Transfer,Premium,West,0
CUST1987,19,Female,40,24.88,1,Credit Card,Premium,North,0
CUST1988,32,Male,17,10.18,1,Credit Card,Basic,South,1
CUST1989,28,Non-Binary,30,74.69,1,PayPal,Premium,West,0
CUST1990,25,Female,9,75.92,0,Credit Card,Standard,West,1
CUST1991,43,Female,33,56.34,3,Bank Transfer,Standard,West,1
CUST1992,62,Male,56,24.52,1,Credit Card,Standard,South,0
CUST1993,61,Female,52,17.52,0,PayPal,Premium,South,0
CUST1994,22,Non-Binary,25,11.72,3,Bank Transfer,Standard,South,1
CUST1995,23,Female,14,24.92,1,Bank Transfer,Standard,West,0
CUST1996,43,Female,11,90.18,2,Bank Transfer,Standard,East,1
CUST1997,21,Female,53,31.74,1,Bank Transfer,Standard,North,0
CUST1998,36,Male,35,41.88,2,Credit Card,Basic,East,0
CUST1999,37,Female,41,19.48,1,PayPal,Premium,South,0
